month,cluster_id,n_samples,n_benign,n_malicious,n_labeled,mal_ratio,age,birth_month,is_new,top_features
2018-09,24,771,300,145,445,0.3258,30,1,False,interesting_calls::Obfuscation(Base64)(+0.167); api_permissions::android_permission_MANAGE_ACCOUNTS(+0.165); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.162); interesting_calls::Read/Write External Storage(+0.157); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.156); api_permissions::android_permission_READ_CONTACTS(+0.151); api_permissions::android_permission_VIBRATE(+0.151); api_calls::android/app/NotificationManager;->notify(+0.150); interesting_calls::printStackTrace(+0.149); api_permissions::android_permission_WAKE_LOCK(+0.147)
2018-09,25,2306,767,191,958,0.1994,30,1,False,intents::android_intent_category_DEFAULT(+0.144); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.137); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.136); interesting_calls::getPackageInfo(+0.136); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.132); interesting_calls::Read/Write External Storage(+0.131); interesting_calls::printStackTrace(+0.130); api_permissions::android_permission_VIBRATE(+0.130); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.129); api_permissions::android_permission_READ_PHONE_STATE(+0.128)
2018-09,26,2963,1000,49,1049,0.0467,31,1,False,intents::android_intent_action_MAIN(+0.241); intents::android_intent_category_LAUNCHER(+0.240); interesting_calls::getSystemService(+0.238); api_permissions::android_permission_INTERNET(+0.237); interesting_calls::Read/Write External Storage(+0.237); app_permissions::name='android_permission_INTERNET'(+0.215); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.215); api_permissions::android_permission_WAKE_LOCK(+0.206); api_calls::android/app/NotificationManager;->notify(+0.202); api_permissions::android_permission_VIBRATE(+0.200)
2018-09,27,532,226,10,236,0.0424,28,2,False,intents::android_intent_action_MAIN(+0.246); intents::android_intent_category_LAUNCHER(+0.245); interesting_calls::getSystemService(+0.237); api_permissions::android_permission_INTERNET(+0.232); app_permissions::name='android_permission_INTERNET'(+0.226); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.214); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.208); interesting_calls::Read/Write External Storage(+0.208); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.204); interesting_calls::getPackageInfo(+0.194)
2018-09,28,2889,905,27,932,0.029,29,2,False,api_permissions::android_permission_WAKE_LOCK(+0.263); intents::android_intent_action_MAIN(+0.262); intents::android_intent_category_LAUNCHER(+0.261); interesting_calls::getSystemService(+0.250); api_permissions::android_permission_INTERNET(+0.244); api_permissions::android_permission_RECORD_AUDIO(+0.232); api_calls::android/media/MediaPlayer;->start(+0.230); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.223); app_permissions::name='android_permission_INTERNET'(+0.211); interesting_calls::Read/Write External Storage(+0.203)
2018-09,29,281,107,7,114,0.0614,26,2,False,api_permissions::android_permission_VIBRATE(+0.149); api_permissions::android_permission_WAKE_LOCK(+0.097); interesting_calls::Obfuscation(Base64)(+0.096); interesting_calls::getPackageInfo(+0.093); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.092); api_permissions::android_permission_INTERNET(+0.090); interesting_calls::getSystemService(+0.090); intents::android_intent_action_MAIN(+0.090); app_permissions::name='android_permission_INTERNET'(+0.090); urls::https://api_twitter_com/oauth/access_token(+0.090)
2018-09,30,1202,414,3,417,0.0072,30,2,False,interesting_calls::Obfuscation(Base64)(+0.163); urls::http://xmlpull_org/v1/doc/features_html(+0.152); interesting_calls::Read/Write External Storage(+0.149); app_permissions::name='android_permission_INTERNET'(+0.146); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.145); interesting_calls::getSystemService(+0.145); intents::android_intent_action_MAIN(+0.145); api_permissions::android_permission_INTERNET(+0.144); intents::android_intent_category_LAUNCHER(+0.144); urls::http://www_w3_org/XML/1998/namespace(+0.143)
2018-09,31,637,228,1,229,0.0044,29,2,False,interesting_calls::Read/Write External Storage(+0.180); api_permissions::android_permission_READ_CONTACTS(+0.162); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.161); interesting_calls::Obfuscation(Base64)(+0.159); api_calls::android/app/NotificationManager;->notify(+0.154); interesting_calls::printStackTrace(+0.139); api_permissions::android_permission_INTERNET(+0.134); interesting_calls::getSystemService(+0.132); intents::android_intent_action_MAIN(+0.131); intents::android_intent_category_LAUNCHER(+0.131)
2018-09,32,428,159,4,163,0.0245,28,3,False,interesting_calls::Read/Write External Storage(+0.127); api_permissions::android_permission_WAKE_LOCK(+0.124); interesting_calls::getPackageInfo(+0.123); api_permissions::android_permission_VIBRATE(+0.119); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.119); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.118); interesting_calls::getDeviceId(+0.117); interesting_calls::getSystemService(+0.117); intents::android_intent_action_MAIN(+0.117); api_permissions::android_permission_INTERNET(+0.116)
2018-09,33,447,166,3,169,0.0178,27,3,False,interesting_calls::getPackageInfo(+0.164); interesting_calls::Obfuscation(Base64)(+0.163); app_permissions::name='android_permission_INTERNET'(+0.161); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.159); intents::android_intent_action_MAIN(+0.154); interesting_calls::printStackTrace(+0.154); intents::android_intent_category_LAUNCHER(+0.154); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.153); api_permissions::android_permission_WAKE_LOCK(+0.151); interesting_calls::getSystemService(+0.150)
2018-09,34,1480,459,6,465,0.0129,28,3,False,api_calls::android/hardware/Camera;->open(+0.185); api_permissions::android_permission_CAMERA(+0.185); api_permissions::android_permission_VIBRATE(+0.178); app_permissions::name='android_permission_CAMERA'(+0.175); intents::android_intent_action_MAIN(+0.166); intents::android_intent_category_LAUNCHER(+0.166); interesting_calls::printStackTrace(+0.164); interesting_calls::getPackageInfo(+0.163); interesting_calls::getSystemService(+0.161); api_permissions::android_permission_INTERNET(+0.158)
2018-09,35,156,53,13,66,0.197,27,3,False,urls::https://api_weibo_com/2/statuses/hot/repost_daily_json(+0.085); intents::android_intent_category_DEFAULT(+0.083); interesting_calls::getPackageInfo(+0.082); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.078); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.078); interesting_calls::getDeviceId(+0.077); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.076); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.076); app_permissions::name='android_permission_INTERNET'(+0.075); api_permissions::android_permission_READ_PHONE_STATE(+0.074)
2018-09,36,758,262,1,263,0.0038,27,3,False,intents::android_intent_action_MAIN(+0.250); intents::android_intent_category_LAUNCHER(+0.248); api_permissions::android_permission_INTERNET(+0.245); interesting_calls::getSystemService(+0.244); app_permissions::name='android_permission_INTERNET'(+0.226); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.223); api_calls::android/app/NotificationManager;->notify(+0.211); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.205); api_permissions::android_permission_VIBRATE(+0.193); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.188)
2018-09,37,1028,322,7,329,0.0213,27,4,False,api_permissions::android_permission_WAKE_LOCK(+0.156); interesting_calls::getPackageInfo(+0.143); interesting_calls::Obfuscation(Base64)(+0.138); api_permissions::android_permission_VIBRATE(+0.138); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.131); app_permissions::name='android_permission_INTERNET'(+0.130); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.130); intents::android_intent_action_MAIN(+0.129); intents::android_intent_category_LAUNCHER(+0.128); api_permissions::android_permission_INTERNET(+0.128)
2018-09,38,593,174,19,193,0.0984,27,4,False,intents::android_intent_action_MAIN(+0.235); intents::android_intent_category_LAUNCHER(+0.234); interesting_calls::getSystemService(+0.224); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.223); api_permissions::android_permission_INTERNET(+0.218); interesting_calls::Read/Write External Storage(+0.208); app_permissions::name='android_permission_INTERNET'(+0.206); api_permissions::android_permission_WAKE_LOCK(+0.205); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.205); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.190)
2018-09,39,90,59,1,60,0.0167,21,4,False,intents::android_intent_action_MAIN(+0.127); intents::android_intent_category_LAUNCHER(+0.127); api_permissions::android_permission_INTERNET(+0.126); interesting_calls::getSystemService(+0.126); app_permissions::name='android_permission_INTERNET'(+0.123); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.123); interesting_calls::Obfuscation(Base64)(+0.120); interesting_calls::getPackageInfo(+0.118); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.116); interesting_calls::Read/Write External Storage(+0.115)
2018-09,40,487,143,3,146,0.0205,25,5,False,app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.289); intents::android_intent_action_MAIN(+0.282); intents::android_intent_category_LAUNCHER(+0.281); interesting_calls::printStackTrace(+0.268); interesting_calls::getSystemService(+0.261); api_permissions::android_permission_INTERNET(+0.254); interesting_calls::Read/Write External Storage(+0.250); app_permissions::name='android_permission_INTERNET'(+0.245); api_permissions::android_permission_WAKE_LOCK(+0.210); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.204)
2018-09,41,5595,1674,14,1688,0.0083,24,5,False,api_permissions::android_permission_WAKE_LOCK(+0.196); api_permissions::android_permission_VIBRATE(+0.192); intents::android_intent_action_MAIN(+0.183); interesting_calls::getPackageInfo(+0.182); intents::android_intent_category_LAUNCHER(+0.182); interesting_calls::getSystemService(+0.181); api_permissions::android_permission_INTERNET(+0.181); app_permissions::name='android_permission_INTERNET'(+0.178); interesting_calls::Obfuscation(Base64)(+0.178); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.173)
2018-09,42,288,40,56,96,0.5833,23,6,False,api_permissions::android_permission_WAKE_LOCK(+0.139); api_permissions::android_permission_VIBRATE(+0.121); interesting_calls::getPackageInfo(+0.121); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.114); urls::http://www_w3_org/XML/1998/namespace(+0.114); interesting_calls::Read/Write External Storage(+0.113); api_calls::android/app/NotificationManager;->notify(+0.112); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.112); intents::android_intent_action_MAIN(+0.109); intents::android_intent_category_LAUNCHER(+0.109)
2018-09,43,1442,435,1,436,0.0023,25,6,False,api_calls::android/app/Activity;->startActivity(+0.338); intents::android_intent_action_MAIN(+0.285); intents::android_intent_category_LAUNCHER(+0.284); api_permissions::android_permission_INTERNET(+0.264); interesting_calls::printStackTrace(+0.263); interesting_calls::getSystemService(+0.262); app_permissions::name='android_permission_INTERNET'(+0.251); api_permissions::android_permission_READ_CONTACTS(+0.212); activities::_MainActivity(+0.198); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.192)
2018-09,44,8085,1618,751,2369,0.317,25,7,False,api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.233); interesting_calls::getSystemService(+0.230); api_permissions::android_permission_INTERNET(+0.229); intents::android_intent_action_MAIN(+0.228); intents::android_intent_category_LAUNCHER(+0.228); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.222); app_permissions::name='android_permission_INTERNET'(+0.215); interesting_calls::getPackageInfo(+0.214); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.204); interesting_calls::Obfuscation(Base64)(+0.203)
2018-09,45,815,256,21,277,0.0758,23,7,False,api_permissions::android_permission_WAKE_LOCK(+0.246); interesting_calls::getSystemService(+0.232); intents::android_intent_action_MAIN(+0.230); intents::android_intent_category_LAUNCHER(+0.230); api_permissions::android_permission_INTERNET(+0.227); interesting_calls::Read/Write External Storage(+0.218); api_permissions::android_permission_VIBRATE(+0.215); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.214); app_permissions::name='android_permission_INTERNET'(+0.203); api_permissions::android_permission_READ_CONTACTS(+0.197)
2018-09,46,1511,548,42,590,0.0712,22,9,False,intents::android_intent_action_MAIN(+0.261); intents::android_intent_category_LAUNCHER(+0.261); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.253); app_permissions::name='android_permission_INTERNET'(+0.251); api_permissions::android_permission_INTERNET(+0.224); interesting_calls::getSystemService(+0.223); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.223); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.206); interesting_calls::printStackTrace(+0.204); activities::_MainActivity(+0.187)
2018-09,47,984,298,1,299,0.0033,21,10,False,interesting_calls::getDeviceId(+0.178); api_permissions::android_permission_WAKE_LOCK(+0.176); api_permissions::android_permission_VIBRATE(+0.174); interesting_calls::Read/Write External Storage(+0.164); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.163); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.162); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.162); interesting_calls::Obfuscation(Base64)(+0.159); api_permissions::android_permission_CAMERA(+0.154); api_calls::android/hardware/Camera;->open(+0.154)
2018-09,48,223,67,0,67,0.0,20,12,False,api_calls::android/webkit/WebView(+0.293); intents::android_intent_action_MAIN(+0.293); intents::android_intent_category_LAUNCHER(+0.291); activities::_MainActivity(+0.252); api_permissions::android_permission_INTERNET(+0.245); interesting_calls::getSystemService(+0.244); app_permissions::name='android_permission_INTERNET'(+0.238); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.222); api_permissions::android_permission_RECORD_AUDIO(+0.222); interesting_calls::Read/Write External Storage(+0.221)
2018-09,49,201,69,2,71,0.0282,19,13,False,intents::android_intent_category_DEFAULT(+0.311); intents::android_intent_action_MAIN(+0.288); intents::android_intent_category_LAUNCHER(+0.286); interesting_calls::getSystemService(+0.258); app_permissions::name='android_permission_INTERNET'(+0.254); api_permissions::android_permission_INTERNET(+0.253); intents::android_intent_action_VIEW(+0.238); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.224); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.201); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.200)
